x,y,t,u_t
0.010101010101010102,0.010101010101010102,0.0,0.0024786889504505817
0.010101010101010102,0.020202020202020204,0.0,0.0028015315714875
0.010101010101010102,0.030303030303030304,0.0,0.003158357087562466
0.010101010101010102,0.04040404040404041,0.0,0.0035515600200195065
0.010101010101010102,0.05050505050505051,0.0,0.003983541130148128
0.010101010101010102,0.06060606060606061,0.0,0.0044566822562663614
0.010101010101010102,0.07070707070707072,0.0,0.004973318312957847
0.010101010101010102,0.08080808080808081,0.0,0.005535706560574517
0.010101010101010102,0.09090909090909091,0.0,0.00614599331753701
0.010101010101010102,0.10101010101010102,0.0,0.00680617835631091
0.010101010101010102,0.11111111111111112,0.0,0.007518077295015933
0.010101010101010102,0.12121212121212122,0.0,0.008283282369032806
0.010101010101010102,0.13131313131313133,0.0,0.009103122039111114
0.010101010101010102,0.14141414141414144,0.0,0.00997861996258372
0.010101010101010102,0.15151515151515152,0.0,0.010910453920458243
0.010101010101010102,0.16161616161616163,0.0,0.011898915353388162
0.010101010101010102,0.17171717171717174,0.0,0.012943870211786696
0.010101010101010102,0.18181818181818182,0.0,0.014044721867606354
0.010101010101010102,0.19191919191919193,0.0,0.015200376865609357
0.010101010101010102,0.20202020202020204,0.0,0.016409214308477128
0.010101010101010102,0.21212121212121213,0.0,0.017669059671228983
0.010101010101010102,0.22222222222222224,0.0,0.018977163824786415
0.010101010101010102,0.23232323232323235,0.0,0.02033018801510268
0.010101010101010102,0.24242424242424243,0.0,0.021724195492436597
0.010101010101010102,0.25252525252525254,0.0,0.0231546504148783
0.010101010101010102,0.26262626262626265,0.0,0.024616424561402655
0.010101010101010102,0.27272727272727276,0.0,0.02610381228330499
0.010101010101010102,0.2828282828282829,0.0,0.027610554000153834
0.010101010101010102,0.29292929292929293,0.0,0.02912986840918182
0.010101010101010102,0.30303030303030304,0.0,0.030654493427633673
0.010101010101010102,0.31313131313131315,0.0,0.032176735728767294
0.010101010101010102,0.32323232323232326,0.0,0.033688528567143626
0.010101010101010102,0.33333333333333337,0.0,0.03518149742107009
